ds,y
2025-07-29 20:12:57,79
2025-07-29 20:13:02,79
2025-07-29 20:13:07,79
2025-07-29 20:13:12,79
2025-07-29 20:13:17,80
2025-07-29 20:13:22,80
2025-07-29 20:13:27,80
2025-07-29 20:13:32,80
2025-07-29 20:13:37,80
2025-07-29 20:13:42,80
2025-07-29 20:13:47,80
2025-07-29 20:13:52,80
2025-07-29 20:13:57,80
2025-07-29 20:14:02,80
2025-07-29 20:14:08,80
2025-07-29 20:14:13,80
2025-07-29 20:14:18,80
2025-07-29 20:14:23,80
2025-07-29 20:14:28,80
2025-07-29 20:14:33,80
2025-07-29 20:14:38,80
2025-07-29 20:14:43,80
2025-07-29 20:14:48,80
2025-07-29 20:14:53,80
2025-07-29 20:14:58,80
2025-07-29 20:15:03,80
2025-07-29 20:15:08,80
2025-07-29 20:15:13,80
2025-07-29 20:15:18,80
2025-07-29 20:15:23,80
2025-07-29 20:15:28,80
2025-07-29 20:15:34,80
2025-07-29 20:15:39,79
2025-07-29 20:15:44,80
2025-07-29 20:15:49,80
2025-07-29 20:15:54,79
2025-07-29 20:15:59,79
2025-07-29 20:16:04,80
2025-07-29 20:16:09,80
2025-07-29 20:16:14,79
2025-07-29 20:16:19,79
2025-07-29 20:16:24,79
2025-07-29 20:16:29,79
2025-07-29 20:16:34,79
2025-07-29 20:16:39,79
2025-07-29 20:16:44,79
2025-07-29 20:16:49,79
2025-07-29 20:16:54,79
2025-07-29 20:16:59,79
2025-07-29 20:17:04,79
2025-07-29 20:17:09,79
2025-07-29 20:17:14,79
2025-07-29 20:17:19,79
2025-07-29 20:17:24,79
2025-07-29 20:17:29,79
2025-07-29 20:17:34,79
2025-07-29 20:17:39,79
2025-07-29 20:17:44,79
2025-07-29 20:17:49,79
2025-07-29 20:17:54,79
2025-07-29 20:17:59,79
2025-07-29 20:18:04,79
2025-07-29 20:18:09,79
2025-07-29 20:18:14,79
2025-07-29 20:18:19,79
2025-07-29 20:18:24,79
2025-07-29 20:18:29,79
2025-07-29 20:18:34,79
2025-07-29 20:18:39,79
2025-07-29 20:18:44,79
2025-07-29 20:18:50,79
2025-07-29 20:18:55,79
2025-07-29 20:19:00,79
2025-07-29 20:19:05,79
2025-07-29 20:19:10,79
2025-07-29 20:19:15,79
2025-07-29 20:19:20,80
2025-07-29 20:19:25,79
2025-07-29 20:19:30,79
2025-07-29 20:19:35,79
2025-07-29 20:19:40,79
2025-07-29 20:19:45,79
2025-07-29 20:19:50,79
2025-07-29 20:19:55,79
2025-07-29 20:20:00,79
2025-07-29 20:20:05,79
2025-07-29 20:20:10,79
2025-07-29 20:20:15,79
2025-07-29 20:20:20,79
2025-07-29 20:20:25,79
2025-07-29 20:20:30,79
2025-07-29 20:20:35,79
2025-07-29 20:20:40,79
2025-07-29 20:20:45,79
2025-07-29 20:20:50,79
2025-07-29 20:20:55,79
2025-07-29 20:21:01,79
2025-07-29 20:21:06,79
2025-07-29 20:21:11,79
2025-07-29 20:21:16,79
2025-07-29 20:21:21,79
2025-07-29 20:21:26,79
2025-07-29 20:21:31,79
2025-07-29 20:21:36,79
2025-07-29 20:21:41,79
2025-07-29 20:21:46,79
2025-07-29 20:21:51,79
2025-07-29 20:21:56,79
2025-07-29 20:22:02,79
2025-07-29 20:22:07,79
2025-07-29 20:22:12,79
2025-07-29 20:22:17,79
2025-07-29 20:22:22,79
2025-07-29 20:22:27,79
2025-07-29 20:22:32,79
2025-07-29 20:22:37,79
2025-07-29 20:22:42,79
2025-07-29 20:25:31,80
2025-07-29 20:25:34,80
2025-07-29 20:25:38,80
2025-07-29 20:25:43,79
2025-07-29 20:25:48,79
2025-07-29 20:25:53,79
2025-07-29 20:25:58,79
2025-07-29 20:26:03,79
2025-07-29 20:26:08,79
2025-07-29 20:26:13,78
2025-07-29 20:26:18,78
2025-07-29 20:26:23,79
2025-07-29 20:26:28,78
2025-07-29 20:26:33,78
2025-07-29 20:26:38,78
2025-07-29 20:26:43,78
2025-07-29 20:26:48,78
2025-07-29 20:26:53,78
2025-07-29 20:26:58,78
2025-07-29 20:27:03,78
2025-07-29 20:27:08,78
2025-07-29 20:27:14,78
2025-07-29 20:27:18,78
2025-07-29 20:27:24,78
2025-07-29 20:27:29,78
2025-07-29 20:27:34,78
2025-07-29 20:27:39,78
2025-07-29 20:27:44,78
2025-07-29 20:27:49,78
2025-07-29 20:27:54,78
2025-07-29 20:27:59,78
2025-07-29 20:28:04,78
2025-07-29 20:28:09,78
2025-07-29 20:28:14,77
2025-07-29 20:28:19,78
2025-07-29 20:28:24,78
2025-07-29 20:28:29,78
2025-07-29 20:28:34,77
2025-07-29 20:28:39,77
2025-07-29 20:28:44,77
2025-07-29 20:28:49,77
2025-07-29 20:28:54,77
2025-07-29 20:28:59,77
2025-07-29 20:29:04,77
2025-07-29 20:29:09,77
2025-07-29 20:29:14,77
2025-07-29 20:29:19,77
2025-07-29 20:29:24,77
2025-07-29 20:29:29,77
2025-07-29 20:29:34,77
2025-07-29 20:29:39,77
2025-07-29 20:29:44,77
2025-07-29 20:29:49,77
2025-07-29 20:29:54,77
2025-07-29 20:29:59,77
2025-07-29 20:30:04,77
2025-07-29 20:30:10,77
2025-07-29 20:30:15,77
2025-07-29 20:30:20,77
2025-07-29 20:30:25,77
2025-07-29 20:30:30,77
2025-07-29 20:30:35,77
2025-07-29 20:30:40,77
2025-07-29 20:30:45,77
2025-07-29 20:30:50,77
2025-07-29 20:30:55,77
2025-07-29 20:31:00,77
2025-07-29 20:31:05,77
2025-07-29 20:31:10,77
2025-07-29 20:31:15,77
2025-07-29 20:31:20,77
2025-07-29 20:31:25,77
2025-07-29 20:31:30,77
2025-07-29 20:31:35,77
2025-07-29 20:31:40,77
2025-07-29 20:31:45,77
2025-07-29 20:31:50,77
2025-07-29 20:31:55,77
2025-07-29 20:32:00,77
2025-07-29 20:32:05,77
2025-07-29 20:32:10,77
2025-07-29 20:32:15,77
2025-07-29 20:32:20,77
2025-07-29 20:32:25,77
2025-07-29 20:32:30,77
2025-07-29 20:32:36,77
2025-07-29 20:32:41,77
2025-07-29 20:32:46,77
2025-07-29 20:32:51,77
2025-07-29 20:32:56,77
2025-07-29 20:33:01,77
2025-07-29 20:33:07,77
2025-07-29 20:33:12,77
2025-07-29 20:33:17,77
2025-07-29 20:33:22,77
2025-07-29 20:33:27,77
2025-07-29 20:33:32,77
2025-07-29 20:33:37,77
2025-07-29 20:33:42,77
2025-07-29 20:33:47,77
2025-07-29 20:33:52,77
2025-07-29 20:33:57,77
2025-07-29 20:34:02,77
2025-07-29 20:34:07,77
2025-07-29 20:34:12,77
2025-07-29 20:34:17,77
2025-07-29 20:34:22,77
2025-07-29 20:34:27,77
2025-07-29 20:34:32,77
2025-07-29 20:34:37,77
2025-07-29 20:34:42,77
2025-07-29 20:34:47,77
2025-07-29 20:34:52,77
2025-07-29 20:34:57,77
2025-07-29 20:35:02,77
2025-07-29 20:35:07,77
2025-07-29 20:35:12,77
2025-07-29 20:35:17,77
2025-07-29 20:35:22,77
2025-07-29 20:35:27,77
2025-07-29 20:35:32,77
2025-07-29 20:35:37,77
2025-07-29 20:35:42,77
2025-07-29 20:35:47,77
2025-07-29 20:35:52,77
2025-07-29 20:35:57,77
2025-07-29 20:36:02,77
2025-07-29 20:36:08,77
2025-07-29 20:36:13,77
2025-07-29 20:36:18,77
2025-07-29 20:36:23,77
2025-07-29 20:36:28,77
2025-07-29 20:36:33,77
2025-07-29 20:36:38,77
2025-07-29 20:36:43,77
2025-07-29 20:36:48,77
2025-07-29 20:36:53,77
2025-07-29 20:36:58,77
2025-07-29 20:37:03,77
2025-07-29 20:37:08,77
2025-07-29 20:37:13,77
2025-07-29 20:37:18,77
2025-07-29 20:37:23,77
2025-07-29 20:37:28,77
2025-07-29 20:37:33,77
2025-07-29 20:37:38,77
2025-07-29 20:37:43,77
2025-07-29 20:37:48,77
2025-07-29 20:37:53,77
2025-07-29 20:37:58,77
2025-07-29 20:38:03,77
2025-07-29 20:38:08,77
2025-07-29 20:38:13,77
2025-07-29 20:38:18,77
2025-07-29 20:38:23,77
2025-07-29 20:38:28,77
2025-07-29 20:38:33,77
2025-07-29 20:38:38,77
2025-07-29 20:38:43,77
2025-07-29 20:38:48,77
2025-07-29 20:38:53,77
2025-07-29 20:38:58,77
2025-07-29 20:39:03,77
2025-07-29 20:39:08,77
2025-07-29 20:39:14,76
2025-07-29 20:39:18,77
2025-07-29 20:39:24,77
2025-07-29 20:39:29,77
2025-07-29 20:39:34,77
2025-07-29 20:39:39,77
2025-07-29 20:39:44,77
2025-07-29 20:39:49,77
2025-07-29 20:39:55,76
2025-07-29 20:40:00,77
2025-07-29 20:40:05,77
2025-07-29 20:40:10,77
2025-07-29 20:40:15,76
2025-07-29 20:40:20,76
2025-07-29 20:40:25,77
2025-07-29 20:40:30,76
2025-07-29 20:40:35,76
2025-07-29 20:40:40,76
2025-07-29 20:40:45,76
2025-07-29 20:40:50,77
2025-07-29 20:40:55,76
2025-07-29 20:41:00,76
2025-07-29 20:41:05,76
2025-07-29 20:41:10,76
2025-07-29 20:41:15,76
2025-07-29 20:41:20,77
2025-07-29 20:41:25,76
2025-07-29 20:41:30,77
2025-07-29 20:41:35,77
2025-07-29 20:41:40,76
2025-07-29 20:41:45,77
2025-07-29 20:41:50,77
2025-07-29 20:41:55,76
2025-07-29 20:42:00,77
2025-07-29 20:42:05,76
2025-07-29 20:42:10,76
2025-07-29 20:42:16,76
2025-07-29 20:42:20,76
2025-07-29 20:42:26,76
2025-07-29 20:42:31,76
2025-07-29 20:42:36,77
2025-07-29 20:42:41,76
2025-07-29 20:42:46,76
2025-07-29 20:42:51,76
2025-07-29 20:42:56,76
2025-07-29 20:43:01,76
2025-07-29 20:43:06,76
2025-07-29 20:43:11,76
2025-07-29 20:43:16,76
2025-07-29 20:43:21,76
2025-07-29 20:43:26,76
2025-07-29 20:43:31,76
2025-07-29 20:43:36,76
2025-07-29 20:43:41,76
2025-07-29 20:43:46,76
2025-07-29 20:43:51,76
2025-07-29 20:43:56,76
2025-07-29 20:44:01,76
2025-07-29 20:44:06,76
2025-07-29 20:44:11,76
2025-07-29 20:44:16,76
2025-07-29 20:44:21,76
2025-07-29 20:44:26,76
2025-07-29 20:44:31,76
2025-07-29 20:44:36,76
2025-07-29 20:44:41,76
2025-07-29 20:44:46,76
2025-07-29 20:44:51,77
2025-07-29 20:44:56,76
2025-07-29 20:45:01,76
2025-07-29 20:45:06,76
2025-07-29 20:45:11,76
2025-07-29 20:45:17,76
2025-07-29 20:45:22,76
2025-07-29 20:45:27,76
2025-07-29 20:45:32,76
2025-07-29 20:45:37,76
2025-07-29 20:45:42,76
2025-07-29 20:45:47,76
2025-07-29 20:45:52,76
2025-07-29 20:45:57,76
2025-07-29 20:46:02,76
2025-07-29 20:46:07,76
2025-07-29 20:46:12,76
2025-07-29 20:46:17,76
2025-07-29 20:46:22,76
2025-07-29 20:46:27,76
2025-07-29 21:05:43,76
2025-07-29 21:05:46,76
2025-07-29 21:05:49,76
2025-07-29 21:05:52,76
2025-07-29 21:05:55,76
2025-07-29 21:05:58,76
2025-07-29 21:06:01,76
2025-07-29 21:06:04,76
2025-07-29 21:06:07,76
2025-07-30 19:00:51,76
2025-07-30 19:00:54,75
2025-07-30 19:08:08,74
2025-07-30 19:10:49,74
2025-07-30 19:11:10,74
2025-07-30 19:11:16,74
2025-07-30 19:12:48,74
2025-07-30 19:12:52,74
2025-07-30 19:12:56,74
2025-07-30 19:13:23,74
2025-07-30 19:16:29,73
2025-07-30 19:16:34,73
2025-07-30 19:16:39,73
2025-07-30 19:16:44,73
2025-07-30 19:16:49,73
2025-07-30 19:16:54,73
2025-07-30 19:16:59,73
2025-07-30 19:17:04,73
2025-07-30 19:17:10,73
2025-07-30 19:17:15,73
2025-07-30 19:17:20,73
2025-07-30 19:17:25,73
2025-07-30 19:17:30,73
2025-07-30 19:17:35,73
2025-07-30 19:24:17,74
2025-07-30 19:24:20,74
2025-07-30 19:24:25,74
2025-07-30 19:24:30,74
2025-07-30 19:24:35,74
2025-07-30 19:24:40,74
2025-07-30 19:24:46,74
2025-07-30 19:24:51,74
2025-07-30 19:24:56,74
2025-07-30 19:25:38,74
2025-07-30 19:25:41,73
2025-07-30 19:25:46,73
2025-07-30 19:25:51,73
2025-07-30 19:25:56,73
2025-07-30 19:26:01,73
2025-07-30 19:26:06,73
2025-07-30 19:26:12,73
2025-07-30 19:26:17,73
2025-07-30 19:26:22,72
2025-07-30 19:26:27,72
2025-07-30 19:26:32,72
2025-07-30 19:26:37,72
2025-07-30 19:26:42,72
2025-07-30 19:26:47,72
2025-07-30 19:26:52,72
2025-07-30 19:26:57,72
2025-07-30 19:27:02,72
2025-07-30 19:27:07,72
2025-07-30 19:27:12,72
2025-07-30 19:27:17,72
2025-07-30 19:27:22,72
2025-07-30 19:27:27,72
2025-07-30 19:27:32,72
2025-07-30 19:27:37,72
2025-07-30 19:27:43,72
2025-07-30 19:27:48,72
2025-07-30 19:27:53,72
2025-07-30 19:27:58,72
2025-07-30 19:28:03,72
2025-07-30 19:28:08,72
2025-07-30 19:28:13,72
2025-07-30 19:28:18,72
2025-07-30 19:28:23,72
2025-07-30 19:28:28,72
2025-07-30 19:28:33,72
2025-07-30 19:28:38,72
2025-07-30 19:28:43,72
2025-07-30 19:28:48,72
2025-07-30 19:28:53,72
2025-07-30 19:28:58,72
2025-07-30 19:29:04,72
2025-07-30 19:29:08,72
2025-07-30 19:29:14,72
2025-07-30 19:29:19,72
2025-07-30 19:29:24,71
2025-07-30 19:29:29,71
2025-07-30 19:29:34,71
2025-07-30 19:29:39,71
2025-07-30 19:29:44,71
2025-07-30 19:29:49,71
2025-07-30 19:29:54,71
2025-07-30 19:29:59,71
2025-07-30 19:30:04,71
2025-07-30 19:30:09,71
2025-07-30 19:38:37,70
2025-07-30 19:38:42,70
2025-07-30 19:38:47,70
2025-07-30 19:38:52,70
2025-07-30 19:38:57,70
2025-07-30 19:39:02,70
2025-07-30 19:39:09,70
2025-07-30 19:39:13,70
2025-07-30 19:39:19,70
2025-07-30 19:39:24,70
2025-07-30 19:39:29,70
2025-07-30 19:39:34,70
2025-07-30 19:39:39,70
2025-07-30 19:39:44,70
2025-07-30 19:39:49,70
2025-07-30 19:39:54,70
2025-07-30 19:39:59,70
2025-07-30 19:40:04,70
2025-07-30 19:40:09,70
2025-07-30 19:40:14,70
2025-07-30 19:40:19,70
2025-07-30 19:40:24,70
2025-07-30 19:40:29,70
2025-07-30 19:40:34,70
2025-07-30 19:40:39,70
2025-07-30 19:40:44,70
2025-07-30 19:40:49,70
2025-07-30 19:40:54,70
2025-07-30 19:40:59,70
2025-07-30 19:41:04,70
2025-07-30 19:41:09,70
2025-07-30 19:41:14,70
2025-07-30 19:41:19,70
2025-07-30 19:41:24,70
2025-07-30 19:41:29,70
2025-07-30 19:41:34,70
2025-07-30 19:41:39,70
2025-07-30 19:41:44,70
2025-07-30 19:41:49,70
2025-07-30 19:41:54,70
2025-07-30 19:42:00,70
2025-07-30 19:42:05,70
2025-07-30 19:42:10,70
2025-07-30 19:42:15,70
2025-07-30 19:42:20,70
2025-07-30 19:42:25,70
2025-07-30 19:42:30,70
2025-07-30 19:42:35,70
2025-07-30 19:42:40,70
2025-07-30 19:42:45,70
2025-07-30 19:42:50,70
2025-07-30 19:42:55,70
2025-07-30 19:43:00,70
2025-07-30 19:43:05,70
2025-07-30 19:43:10,70
2025-07-30 19:43:15,70
2025-07-30 19:43:20,70
2025-07-30 19:43:25,70
2025-07-30 19:43:30,70
2025-07-30 19:43:35,70
2025-07-30 19:43:40,70
2025-07-30 19:50:05,70
2025-07-30 19:50:08,70
2025-07-30 19:50:14,70
2025-07-30 19:50:19,70
2025-07-30 19:50:24,70
2025-07-30 19:50:29,70
2025-07-30 19:50:34,70
2025-07-30 19:50:39,70
2025-07-30 19:50:44,70
2025-07-30 19:50:49,70
2025-07-30 19:50:54,70
2025-07-30 19:50:59,70
2025-07-30 19:51:04,70
2025-07-30 19:51:09,70
2025-07-30 19:51:14,70
2025-07-30 19:51:19,70
2025-07-30 19:51:24,70
2025-07-30 19:51:29,70
2025-07-30 19:51:34,70
2025-07-30 19:51:39,70
2025-07-30 19:51:44,70
2025-07-30 19:51:49,70
2025-07-30 19:51:54,70
2025-07-30 19:51:59,70
2025-07-30 19:52:04,70
2025-07-30 19:52:09,70
2025-07-30 19:52:14,70
2025-07-30 19:52:19,70
2025-07-30 19:52:24,70
2025-07-30 19:52:29,70
2025-07-30 19:52:34,70
2025-07-30 19:52:39,70
2025-07-30 19:52:44,70
2025-07-30 19:52:49,70
2025-07-30 19:52:54,70
2025-07-30 19:52:59,70
2025-07-30 19:53:04,70
2025-07-30 19:53:10,70
2025-07-30 19:53:14,70
2025-07-30 19:53:20,70
2025-07-30 19:53:25,70
2025-07-30 19:53:30,70
2025-07-30 19:53:35,70
2025-07-30 19:53:40,70
2025-07-30 19:53:45,70
2025-07-30 19:53:50,70
2025-07-30 19:53:55,70
2025-07-30 19:54:00,70
2025-07-30 19:54:05,70
2025-07-30 19:54:10,70
2025-07-30 19:54:15,70
2025-07-30 19:54:20,70
2025-07-30 19:54:25,70
2025-07-30 19:54:30,70
2025-07-30 19:54:36,70
2025-07-30 19:54:41,70
2025-07-30 19:54:46,70
2025-07-30 19:54:51,70
2025-07-30 19:54:56,70
2025-07-30 19:55:01,70
2025-07-30 19:55:06,70
2025-07-30 19:55:11,70
2025-07-30 19:55:16,70
2025-07-30 19:55:21,70
2025-07-30 19:55:26,70
2025-07-30 19:55:31,70
2025-07-30 19:55:36,70
2025-07-30 19:55:41,70
2025-07-30 19:55:46,70
2025-07-30 19:55:51,70
2025-07-30 19:55:56,70
2025-07-30 19:56:01,71
2025-07-30 19:56:06,70
2025-07-30 19:56:12,71
2025-07-30 19:56:16,70
2025-07-30 19:56:22,71
2025-07-30 19:56:27,70
2025-07-30 19:56:32,71
2025-07-30 19:56:37,71
2025-07-30 19:56:42,71
2025-07-30 19:56:47,71
2025-07-30 19:56:52,71
2025-07-30 19:56:57,71
2025-07-30 19:57:02,71
2025-07-30 19:57:07,71
2025-07-30 19:57:12,71
2025-07-30 19:57:17,70
2025-07-30 19:57:22,71
2025-07-30 19:57:27,70
2025-07-30 19:57:32,70
2025-07-30 19:57:37,71
2025-07-30 19:57:42,71
2025-07-30 19:57:47,70
2025-07-30 19:57:52,70
2025-07-30 19:57:57,70
2025-07-30 19:58:02,70
2025-07-30 19:58:07,70
2025-07-30 19:58:12,71
2025-07-30 19:58:17,70
2025-07-30 19:58:22,70
2025-07-30 19:58:27,71
2025-07-30 19:58:32,71
2025-07-30 19:58:37,71
2025-07-30 19:58:42,70
2025-07-30 19:58:47,70
2025-07-30 19:58:52,70
2025-07-30 19:58:57,70
2025-07-30 19:59:02,70
2025-07-30 19:59:07,70
2025-07-30 19:59:13,70
2025-07-30 19:59:18,70
2025-07-30 19:59:23,70
2025-07-30 19:59:28,70
2025-07-30 19:59:33,70
2025-07-30 19:59:38,70
2025-07-30 19:59:43,70
2025-07-30 19:59:48,70
2025-07-30 19:59:53,71
2025-07-30 19:59:58,71
2025-07-30 20:00:03,70
2025-07-30 20:00:08,70
2025-07-30 20:00:13,71
2025-07-30 20:00:18,70
2025-07-30 20:00:23,70
2025-07-30 20:00:28,71
2025-07-30 20:00:33,70
2025-07-30 20:00:38,70
2025-07-30 20:00:43,70
2025-07-30 20:00:48,70
2025-07-30 20:00:53,70
2025-07-30 20:00:58,70
2025-07-30 20:01:03,70
2025-07-30 20:01:08,70
2025-07-30 20:01:13,70
2025-07-30 20:01:18,70
2025-07-30 20:01:23,70
2025-07-30 20:01:29,70
2025-07-30 20:01:34,70
2025-07-30 20:01:39,70
2025-07-30 20:01:44,70
2025-07-30 20:01:49,70
2025-07-30 20:01:54,70
2025-07-30 20:01:59,70
2025-07-30 20:02:04,70
2025-07-30 20:02:09,70
2025-07-30 20:02:15,70
2025-07-30 20:02:20,70
2025-07-30 20:02:25,70
2025-07-30 20:02:30,70
2025-07-30 20:02:35,70
2025-07-30 20:02:40,70
2025-07-30 20:02:45,70
2025-07-30 20:02:50,70
2025-07-30 20:02:55,70
2025-07-30 20:03:00,70
2025-07-30 20:03:05,70
2025-07-30 20:03:10,70
2025-07-30 20:03:15,70
2025-07-30 20:03:20,70
2025-07-30 20:03:25,70
2025-07-30 20:03:30,70
2025-07-30 20:03:35,70
2025-07-30 20:03:40,70
2025-07-30 20:03:45,70
2025-07-30 20:03:50,70
2025-07-30 20:03:55,70
2025-07-30 20:04:00,70
2025-07-30 20:04:05,70
2025-07-30 20:04:10,70
2025-07-30 20:04:15,70
2025-07-30 20:04:20,70
2025-07-30 20:04:25,70
2025-07-30 20:04:30,70
2025-07-30 20:04:35,70
2025-07-30 20:04:40,70
2025-07-30 20:04:45,70
2025-07-30 20:04:50,70
2025-07-30 20:04:55,70
2025-07-30 20:05:00,70
2025-07-30 20:05:05,70
2025-07-30 20:05:11,70
2025-07-30 20:05:16,70
2025-07-30 20:05:21,70
2025-07-30 20:05:26,70
2025-07-30 20:05:31,70
2025-07-30 20:05:36,70
2025-07-30 20:05:41,70
2025-07-30 20:05:46,70
2025-07-30 20:05:51,70
2025-07-30 20:05:56,70
2025-07-30 20:06:01,70
2025-07-30 20:06:06,70
2025-07-30 20:06:11,70
2025-07-30 20:06:16,70
2025-07-30 20:06:21,70
2025-07-30 20:06:26,70
2025-07-30 20:06:31,70
2025-07-30 20:06:36,70
2025-07-30 20:06:41,70
2025-07-30 20:06:46,71
2025-07-30 20:06:51,70
2025-07-30 20:06:56,70
2025-07-30 20:07:01,70
2025-07-30 20:07:06,70
2025-07-30 20:07:11,71
2025-07-30 20:07:16,71
2025-07-30 20:07:21,70
2025-07-30 20:07:26,71
2025-07-30 20:07:31,71
2025-07-30 20:07:36,71
2025-07-30 20:07:41,71
2025-07-30 20:07:46,71
2025-07-30 20:07:52,71
2025-07-30 20:07:57,71
2025-07-30 20:08:02,71
2025-07-30 20:08:07,71
2025-07-30 20:08:12,71
2025-07-30 20:08:17,71
2025-07-30 20:08:23,71
2025-07-30 20:08:28,71
2025-07-30 20:08:33,71
2025-07-30 20:08:38,71
2025-07-30 20:08:43,71
2025-07-30 20:08:48,71
2025-07-30 20:08:53,71
2025-07-30 20:08:58,71
2025-07-30 20:09:03,71
2025-07-30 20:09:08,71
2025-07-30 20:09:13,71
2025-07-30 20:09:18,71
2025-07-30 20:09:23,71
2025-07-30 20:09:28,71
2025-07-30 20:09:33,71
2025-07-30 20:09:38,71
2025-07-30 20:09:43,71
2025-07-30 20:09:48,71
2025-07-30 20:09:53,71
2025-07-30 20:09:58,71
2025-07-30 20:10:03,71
2025-07-30 20:10:08,71
2025-07-30 20:10:13,71
2025-07-30 20:10:18,71
2025-07-30 20:10:23,71
2025-07-30 20:10:28,71
2025-07-30 20:10:33,71
2025-07-30 20:10:38,71
2025-07-30 20:10:43,71
2025-07-30 20:10:48,71
2025-07-30 20:10:53,71
2025-07-30 20:10:58,71
2025-07-30 20:11:03,71
2025-07-30 20:11:08,71
2025-07-30 20:11:13,71
2025-07-30 20:11:18,71
2025-07-30 20:11:24,71
2025-07-30 20:11:28,71
2025-07-30 20:11:34,71
2025-07-30 20:11:39,71
2025-07-30 20:11:44,71
2025-07-30 20:11:49,71
2025-07-30 20:11:54,71
2025-07-30 20:11:59,71
2025-07-30 20:12:04,71
2025-07-30 20:12:09,71
2025-07-30 20:12:14,71
2025-07-30 20:12:19,71
2025-07-30 20:12:24,71
2025-07-30 20:12:29,71
2025-07-30 20:12:34,71
2025-07-30 20:12:39,71
2025-07-30 20:12:44,71
2025-07-30 20:12:49,71
2025-07-30 20:12:54,71
2025-07-30 20:12:59,71
2025-07-30 20:13:04,71
2025-07-30 20:13:09,71
2025-07-30 20:13:14,71
2025-07-30 20:13:19,71
2025-07-30 20:13:24,71
2025-07-30 20:13:29,71
2025-07-30 20:13:34,71
2025-07-30 20:13:39,71
2025-07-30 20:13:44,71
2025-07-30 20:13:49,71
2025-07-30 20:13:54,71
2025-07-30 20:13:59,71
2025-07-30 20:14:04,71
2025-07-30 20:14:09,71
2025-07-30 20:14:14,71
2025-07-30 20:14:19,71
2025-07-30 20:14:25,71
2025-07-30 20:14:29,71
2025-07-30 20:14:35,71
2025-07-30 20:14:41,71
2025-07-30 20:14:46,71
2025-07-30 20:14:51,71
2025-07-30 20:14:56,71
2025-07-30 20:15:01,71
2025-07-30 20:15:06,71
2025-07-30 20:15:11,71
2025-07-30 20:15:16,71
2025-07-30 20:15:21,71
2025-07-30 20:15:26,71
2025-07-30 20:15:31,71
2025-07-30 20:15:36,71
2025-07-30 20:15:41,71
2025-07-30 20:15:46,71
2025-07-30 20:15:51,71
2025-07-30 20:15:56,71
2025-07-30 20:16:01,71
2025-07-30 20:16:06,71
2025-07-30 20:16:11,71
2025-07-30 20:16:16,71
2025-07-30 20:16:21,71
2025-07-30 20:16:26,71
